Name,FullName,Age,Height,Weight,Nationality,Overall,Positions,PreferredFoot,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating
Z. Ryan,Zach Ryan,23,185,79,United States,54,ST,Right,1,4,2,Medium,Medium,64,55,47,51,38,57,48,58,56,49,39,51,41,39,44,48,65,63,63,48,57,50,64,54,63,54,44,36,54,48,60,48,39,34,31,5,7,7,12,8,56,53,52,52,52,53,54,54,50,54,47,45,47,47,46,47,14
M. Williams,Mario Williams,29,185,79,Barbados,54,"CDM,CM",Right,1,3,2,Medium,Medium,58,49,52,48,48,56,46,55,54,62,31,47,32,34,58,55,54,61,34,45,56,47,68,55,56,45,53,54,45,45,43,45,42,46,55,8,9,10,13,9,53,51,51,51,51,51,53,54,54,54,54,54,54,54,54,54,16
C. Andersson,Casper Andersson,17,184,76,Sweden,54,GK,Right,1,3,1,Medium,Medium,57,55,54,58,31,52,20,9,12,26,14,13,14,20,30,11,31,30,28,33,45,41,53,29,52,12,20,14,8,31,21,33,9,12,14,57,55,54,52,58,22,19,19,19,19,19,22,23,24,23,22,23,22,21,22,21,55
N. Botić,Noah Botić,20,183,74,Australia,54,ST,Right,1,3,2,Medium,Medium,51,53,41,55,21,50,34,63,60,44,32,55,30,39,30,58,54,48,51,51,60,38,69,52,58,48,25,13,58,52,57,49,19,19,11,10,14,8,6,8,56,52,54,54,54,52,54,52,48,52,37,36,37,36,34,36,16
I. Strzałek,Igor Strzałek,18,183,65,Poland,54,CAM,Right,1,2,2,Medium,Medium,66,44,55,57,37,40,44,45,47,61,39,53,53,39,62,57,67,66,70,49,67,49,56,46,33,37,44,28,40,57,45,61,34,40,49,9,7,13,14,10,51,53,52,52,52,53,56,56,54,56,50,49,50,49,44,49,16
F. Trpcevski,Filip Trpcevski,19,183,75,North Macedonia,54,RW,Right,1,3,2,Medium,Medium,70,49,47,59,26,36,48,49,37,50,46,59,42,36,38,59,67,73,68,40,61,64,41,33,37,38,35,24,49,51,45,50,20,29,27,11,14,10,13,6,53,54,54,54,54,54,55,55,48,55,43,39,43,41,35,41,16
L. Badley-Morgan,Luke Badley-Morgan,18,186,79,Jamaica,54,"CB,LB",Left,1,3,2,Medium,Medium,63,29,39,43,54,57,40,30,51,44,32,38,35,20,34,42,65,62,58,49,50,31,67,56,59,21,52,54,35,40,35,47,55,55,53,12,8,14,13,9,43,42,41,41,41,42,43,46,44,46,52,51,52,54,56,54,17
H. Al Abdan,Hamad Al Abdan,22,165,61,Saudi Arabia,54,"LM,CAM",Right,1,3,2,Medium,Medium,68,39,55,57,28,37,55,38,39,52,35,57,51,49,58,51,69,67,75,44,86,49,57,41,30,35,45,24,45,59,31,49,26,29,30,14,5,6,7,12,48,53,50,50,50,53,55,55,51,55,45,42,45,43,37,43,15
M. Douane,Maïdine Douane,19,175,72,France,54,CAM,Right,1,3,2,Medium,Medium,59,47,53,60,27,46,53,45,34,51,44,62,52,49,55,60,59,59,55,51,69,55,51,49,44,47,46,22,41,54,51,61,25,29,27,15,7,14,10,13,51,54,53,53,53,54,56,56,52,56,45,44,45,43,37,43,18
B. Holmes,Bradley Holmes,19,183,76,England,54,ST,Right,1,2,2,Medium,Medium,67,52,34,53,20,53,27,55,52,37,46,53,35,33,26,51,68,66,63,53,60,52,66,52,58,47,40,12,55,40,52,45,18,19,16,13,15,7,7,8,56,50,52,52,52,50,51,50,43,50,37,34,37,36,35,36,17
L. Payne,Lewis Payne,18,178,73,England,54,RB,Right,1,2,2,Medium,Medium,61,32,42,47,51,55,50,28,38,46,29,46,37,34,35,47,68,55,56,53,43,40,60,52,54,30,61,55,39,37,39,40,51,53,50,11,9,5,10,6,44,46,44,44,44,46,46,49,46,49,54,51,54,54,54,54,16
J. Mullins,Jamie Mullins,17,162,60,Republic of Ireland,54,CAM,Right,1,3,2,Medium,Low,54,49,49,59,28,38,42,54,37,54,39,59,43,40,47,58,55,54,62,55,69,50,48,46,32,39,42,21,50,53,40,54,30,28,30,5,13,9,5,6,52,54,54,54,54,54,56,55,52,55,44,43,44,42,37,42,15
S. Panwar,Sahil Panwar,22,179,67,India,54,"LB,CB",Left,1,2,2,Medium,Medium,67,37,40,45,51,71,45,28,45,43,34,42,37,26,37,43,69,66,58,48,56,53,80,66,69,42,79,52,44,35,34,39,50,53,50,9,12,11,6,11,47,45,44,44,44,45,45,48,46,48,53,52,53,54,57,54,16
C. Harvey,Carlos Harvey,22,178,70,Panama,54,CM,Right,1,3,2,Medium,High,53,42,52,54,51,61,42,40,49,60,33,53,30,30,55,54,56,50,60,50,70,48,67,56,64,42,60,52,48,57,40,46,50,51,52,15,12,10,5,9,51,51,51,51,51,51,55,54,56,54,54,56,54,54,56,54,17
V. Angelini,Vincent Angelini,18,186,88,Scotland,54,GK,Right,1,3,1,Medium,Medium,50,52,49,58,32,54,14,6,13,20,6,7,10,13,26,13,32,32,23,47,34,37,41,27,56,7,20,13,4,30,14,24,7,12,13,50,52,49,54,58,21,17,18,18,18,17,21,21,22,21,21,23,21,21,22,21,55
R. Danu,Rohit Danu,19,173,59,India,54,"LW,ST",Right,1,3,2,Medium,Medium,76,53,46,54,26,44,40,54,50,48,44,52,40,43,45,51,77,75,70,53,59,54,71,62,35,50,35,24,52,50,55,51,21,25,21,8,9,10,11,7,55,54,54,54,54,54,55,56,50,56,44,40,44,43,36,43,16
K. Berkoe,Kevin Berkoe,20,178,69,England,54,LB,Left,1,3,2,Medium,Medium,78,28,34,50,48,60,45,30,37,33,20,48,25,32,21,48,75,80,73,47,52,27,63,58,64,20,54,50,46,37,31,38,45,52,53,9,7,7,8,13,45,47,44,44,44,47,45,49,42,49,53,47,53,54,52,54,15
F. Mariaca,Fabricio Mariaca,20,169,66,Bolivia,54,"RB,CM",Right,1,3,2,Medium,Medium,59,36,49,54,49,48,44,27,49,56,35,56,38,34,47,49,62,57,50,52,78,51,57,66,39,37,47,48,50,51,40,42,50,50,47,11,9,7,7,12,48,49,49,49,49,49,52,54,53,54,54,53,54,54,51,54,16
E. Tellgren,Edvin Tellgren,17,180,74,Sweden,54,CB,Right,1,3,2,Medium,Medium,60,29,32,36,57,55,29,29,52,35,24,25,29,30,30,39,62,59,58,46,64,35,72,61,53,25,46,57,24,31,35,36,56,59,57,11,10,6,6,11,39,36,35,35,35,36,37,39,39,39,51,49,51,53,56,53,15
M. Halliday,Michael Halliday,19,183,72,United States,54,RB,Right,1,3,2,Medium,Medium,67,29,43,48,49,59,41,29,41,52,22,46,32,34,38,48,66,67,58,49,61,28,70,66,60,27,46,45,44,39,30,34,51,51,50,9,12,9,6,5,45,47,45,45,45,47,48,50,48,50,54,51,54,54,52,54,15
W. Al Enazi,Waleed Al Enazi,25,191,69,Saudi Arabia,54,GK,Right,1,3,1,Medium,Medium,55,53,53,56,36,53,13,8,12,23,6,7,14,14,23,12,30,44,35,47,42,40,42,25,54,5,22,10,4,53,16,39,17,12,10,55,53,53,53,56,22,20,21,21,21,20,25,23,25,23,22,24,22,22,23,22,55
A. Madaliński,Alan Madaliński,16,186,76,Poland,54,GK,Right,1,3,1,Medium,Medium,55,50,50,58,17,57,14,7,13,25,8,5,14,13,17,18,15,21,33,38,34,38,50,28,53,8,22,9,4,27,17,36,9,14,14,55,50,50,57,58,20,16,17,17,17,16,20,19,21,19,20,22,20,20,22,20,55
M. Rahman,Mobashir Rahman,24,172,71,India,54,"CM,CDM",Right,1,3,2,Medium,Medium,67,48,51,56,48,67,43,45,45,55,50,52,43,42,52,55,69,65,73,55,73,53,72,66,62,53,80,52,49,53,41,48,44,50,45,14,8,8,11,10,54,54,53,53,53,54,56,56,56,56,55,56,55,55,55,55,17
A. Ordoñez,Arquimides Ordoñez,18,188,73,United States,54,"LM,ST",Right,1,2,3,Medium,Medium,56,55,50,55,24,50,51,54,48,51,52,58,53,45,42,55,54,58,56,44,51,65,49,48,58,47,31,20,53,53,59,50,26,20,15,11,10,11,10,8,56,53,54,54,54,53,55,55,49,55,41,39,41,39,35,39,16
J. Sveinhaug,Jørgen Sveinhaug,18,185,75,Norway,54,GK,Right,1,2,1,Medium,Medium,55,54,58,56,34,53,15,8,10,28,10,9,15,5,28,17,34,34,38,42,38,44,55,25,55,8,22,10,8,35,15,32,8,12,12,55,54,58,53,56,23,20,21,21,21,20,24,24,25,24,22,24,22,21,22,21,55
O. Hammond,Oliver Hammond,19,179,64,England,54,CM,Right,1,2,2,Medium,Medium,66,43,50,59,48,60,40,38,47,61,34,61,35,40,55,54,68,65,66,56,73,58,58,65,58,41,59,43,49,45,41,40,41,58,52,15,10,5,8,14,54,54,53,53,53,54,56,57,56,57,56,56,56,55,54,55,18
A. Bahusayn,Ahmed Bahusayn,21,170,63,Saudi Arabia,54,"CM,CAM",Right,1,4,2,Medium,Medium,64,48,55,57,49,57,53,48,51,61,40,54,44,38,57,61,68,61,58,51,68,54,60,57,56,44,60,42,46,51,43,50,45,52,59,12,13,7,6,8,55,55,54,54,54,55,57,58,56,58,56,56,56,56,54,56,16
L. Kåhed,Lucas Kåhed,19,167,57,Sweden,54,CAM,Right,1,3,3,Medium,Low,73,42,49,60,30,38,48,45,35,51,36,57,46,37,46,57,74,72,83,42,80,40,36,51,33,41,34,28,49,53,34,48,32,29,30,5,15,12,11,9,50,55,52,52,52,55,56,56,50,56,47,42,47,45,37,45,16
R. Tlang,Redeem Tlang,27,166,65,India,54,"RM,LM",Right,1,3,2,Medium,Medium,76,44,47,54,29,54,51,40,38,48,44,50,46,44,42,51,73,79,77,45,76,52,49,72,49,44,43,20,50,48,35,46,29,35,21,9,14,7,6,8,51,52,50,50,50,52,52,54,49,54,47,42,47,45,38,45,15
S. La Vardera,Salvatore Dario La Vardera,20,176,78,Italy,54,LB,Left,1,3,3,Medium,Medium,67,26,31,47,56,60,42,24,43,23,31,53,31,30,26,30,65,68,56,55,70,24,62,64,59,25,56,55,38,40,40,38,52,63,57,12,11,7,6,15,41,42,39,39,39,42,40,45,40,45,53,48,53,54,55,54,18
A. Bendle,Alfie Bendle,17,177,77,England,54,CDM,Right,1,3,2,Medium,High,62,38,49,53,50,56,42,36,46,56,34,51,35,36,52,53,64,60,57,53,65,48,57,58,56,32,54,51,34,47,44,46,52,50,48,9,11,11,8,11,48,49,48,48,48,49,51,52,52,52,54,55,54,54,54,54,17
T. Monney,Thoma Monney,20,190,86,Switzerland,54,"CB,CM",Right,1,3,2,Medium,Medium,57,25,28,31,53,68,28,18,52,30,31,25,26,28,22,28,53,61,45,50,45,40,66,63,80,20,45,51,30,28,37,37,51,57,55,14,10,9,7,6,39,32,33,33,33,32,33,36,35,36,48,46,48,51,56,51,16
M. Al Bishi,Mansour Al Bishi,22,175,69,Saudi Arabia,54,"CM,CAM",Right,1,3,2,Medium,Medium,64,42,55,60,42,58,50,41,36,60,40,60,45,40,55,60,65,64,68,49,67,46,64,39,62,37,71,50,53,55,37,45,37,45,42,13,15,11,13,11,52,55,54,54,54,55,58,57,56,57,52,54,52,51,51,51,19
W. Njie,Wally Njie,19,180,71,Norway,54,ST,Right,1,3,2,Medium,Medium,81,53,36,55,15,53,26,56,48,45,46,53,35,34,25,53,82,80,73,35,72,54,71,42,64,49,35,12,50,38,50,51,10,12,10,7,9,5,12,7,56,52,52,52,52,52,52,51,42,51,35,31,35,34,32,34,13
J. Milne,Jack Milne,19,192,81,Scotland,54,CDM,Right,1,2,2,Medium,Medium,60,34,53,49,51,57,44,28,53,64,32,51,35,37,53,47,57,62,51,50,47,46,63,43,64,32,57,47,35,50,40,37,48,56,55,5,13,6,6,8,47,47,47,47,47,47,51,51,52,51,53,55,53,54,56,54,15
F. Allgaier,Felix Allgaier,19,180,75,Germany,54,CDM,Left,1,3,2,Medium,Medium,59,33,49,49,52,57,36,29,46,57,28,47,32,34,54,49,57,61,60,47,59,42,49,57,60,34,51,51,34,50,35,39,49,56,52,10,9,15,12,15,45,46,45,45,45,46,50,50,52,50,53,55,53,53,54,53,18
M. Chiacig,Matteo Chiacig,18,192,86,Belgium,54,GK,Right,1,2,1,Medium,Medium,53,55,58,56,30,49,10,6,12,20,5,6,12,7,17,8,30,31,25,50,34,44,57,20,28,8,22,11,4,30,15,24,6,12,8,53,55,58,49,56,20,16,18,18,18,16,20,19,20,19,19,19,19,19,19,19,55
S. El Khiar,Samy El Khiar,21,175,64,France,54,CAM,Right,1,3,2,Medium,Medium,64,50,52,56,25,39,40,51,28,60,48,57,63,42,51,56,67,61,61,35,71,51,41,42,31,51,57,21,51,52,41,52,21,29,26,13,15,15,12,8,51,53,53,53,53,53,56,55,51,55,42,42,42,40,35,40,17
S. Cox,Sonny Cox,17,178,79,England,54,ST,Left,1,4,2,High,Medium,75,53,36,56,22,46,34,56,49,37,41,54,32,39,27,53,77,74,75,49,72,52,68,52,48,47,29,17,55,41,55,52,20,21,15,5,7,7,12,13,56,53,53,53,53,53,52,52,44,52,40,34,40,38,34,38,16
D. Puntigam,David Puntigam,18,185,75,Austria,54,GK,Right,1,3,1,Medium,Medium,57,51,51,60,22,54,10,7,10,17,6,8,12,10,15,15,26,17,32,36,41,38,59,24,58,5,17,8,5,21,13,23,9,11,12,57,51,51,54,60,20,15,16,16,16,15,18,18,18,18,18,19,18,17,21,17,55
D. Watson,Darren Watson,18,177,73,Scotland,54,ST,Right,1,3,2,Medium,Low,72,53,41,55,20,54,35,54,47,45,51,55,44,38,32,52,73,72,67,50,70,55,54,53,56,47,52,18,52,46,54,48,16,17,13,9,12,10,15,12,56,53,53,53,53,53,53,53,46,53,40,37,40,38,35,38,18
N. Singh,Naorem Mahesh Singh,23,175,59,India,54,"RM,LM,ST",Left,1,3,2,Medium,Medium,73,54,45,56,18,48,37,56,45,48,34,54,36,47,45,53,72,74,74,52,76,55,72,51,51,53,32,22,52,51,52,45,14,10,16,8,7,6,7,7,56,55,55,55,55,55,56,55,49,55,40,37,40,38,33,38,14
D. Asare,Dirk Asare,17,180,70,Belgium,54,CDM,Right,1,3,2,Medium,Medium,70,32,46,54,51,61,36,26,46,56,28,51,34,40,48,54,71,70,72,43,69,46,72,65,58,31,62,51,30,43,39,37,48,56,52,10,6,12,15,7,46,47,46,46,46,47,50,51,51,51,55,55,55,55,55,55,15
M. Sawadogo,Malik Sawadogo,18,175,69,Switzerland,54,LB,Left,1,2,2,Medium,Medium,68,29,44,53,49,45,50,29,37,49,29,50,36,28,37,49,69,67,71,51,78,22,68,52,35,31,53,52,47,42,34,37,47,51,52,8,10,5,7,8,44,49,46,46,46,49,49,52,48,52,54,50,54,54,50,54,15
O. Mhamdi,Oualid Mhamdi,19,183,74,Germany,54,RB,Right,1,3,2,Medium,Medium,66,26,43,46,50,61,48,24,39,46,28,50,32,36,39,35,67,66,62,48,58,26,62,59,66,25,49,56,40,40,37,34,41,56,54,10,10,9,12,9,42,45,41,41,41,45,45,48,45,48,54,50,54,54,53,54,16
Yang Yiming,Yiming Yang,27,193,82,China PR,54,CB,Right,1,2,2,Medium,Medium,47,51,37,46,51,68,21,51,66,43,48,44,26,31,37,48,40,53,49,51,33,53,70,54,82,49,51,46,49,49,53,51,50,52,45,11,14,6,10,13,54,45,48,48,48,45,49,46,48,46,47,51,47,49,55,49,18
C. Kendall,Charley Kendall,21,181,71,England,54,ST,Right,1,3,2,Medium,Medium,71,53,39,54,26,53,31,55,49,42,48,52,36,31,31,51,69,72,66,51,66,53,69,55,58,48,36,27,54,48,58,56,28,20,15,13,8,8,8,13,56,52,53,53,53,52,53,52,46,52,41,38,41,40,38,40,17
Park Chang Hwan,Chang Hwan Park,20,176,68,Korea Republic,54,"CM,RW",Right,1,3,2,Medium,Medium,63,36,54,58,44,57,45,29,43,58,32,56,56,47,56,56,57,67,63,59,76,46,57,65,51,38,61,38,53,56,42,58,44,49,41,14,10,10,8,11,50,53,52,52,52,53,56,57,56,57,54,54,54,52,50,52,18
D. Fisher,David Fisher,20,180,75,England,54,"ST,LM",Right,1,3,2,Medium,Medium,67,52,44,56,20,53,34,56,45,50,47,55,48,34,32,55,67,67,65,54,65,53,54,57,60,42,29,17,51,54,55,48,15,19,15,10,12,8,10,9,56,54,54,54,54,54,55,54,49,54,41,38,41,39,34,39,17
S. Alvero,Skelly Alvero,20,202,93,France,54,CDM,Right,1,3,2,Medium,Medium,59,36,50,47,50,73,45,32,46,58,32,46,38,40,56,48,56,62,59,48,28,48,62,49,93,30,57,48,35,43,44,44,48,52,55,12,5,14,5,11,48,46,45,45,45,46,49,50,50,50,53,55,53,53,58,53,15
M. Rakowski,Mikołaj Rakowski,20,189,80,Poland,54,CDM,Right,1,2,2,Medium,Medium,57,35,47,48,52,60,38,30,49,57,29,48,40,36,50,47,51,61,54,52,49,53,63,44,68,28,61,54,38,40,43,46,49,55,55,5,8,15,14,10,48,45,45,45,45,45,48,49,50,49,53,55,53,53,57,53,16
J. Currie,Jack Currie,20,175,67,England,54,"LWB,LB",Left,1,2,2,Medium,Medium,72,36,37,52,51,55,46,34,37,37,26,54,45,28,21,39,73,71,73,52,72,42,60,66,50,36,53,54,43,39,35,44,49,54,52,11,11,14,7,14,46,48,45,45,45,48,46,49,44,49,54,48,54,55,52,55,17
C. Pye,Connor Pye,18,170,70,England,54,LB,Left,1,3,2,High,Medium,70,40,44,53,49,51,51,38,42,45,29,52,39,26,39,46,68,72,72,47,75,46,63,55,46,42,53,52,50,43,30,45,45,52,49,8,9,15,12,8,49,50,48,48,48,50,50,52,48,52,54,50,54,54,51,54,16
P. Lachenpa,Phurba Lachenpa,24,182,78,India,54,GK,Right,1,1,1,Medium,Medium,56,53,49,57,28,49,11,9,12,24,6,9,12,13,22,16,24,33,39,46,49,37,56,28,48,8,20,7,7,25,11,35,9,12,10,56,53,49,49,57,22,18,19,19,19,18,22,21,22,21,20,22,20,20,21,20,55
A. Kocaman,Arif Kocaman,18,184,72,Turkey,54,CB,Left,1,2,2,Medium,Medium,56,25,34,41,55,55,31,19,54,41,18,35,20,25,32,38,55,57,58,49,61,45,67,55,52,20,60,54,30,30,29,46,56,55,57,6,7,11,13,12,40,37,37,37,37,37,38,40,40,40,50,50,50,53,56,53,16
K. Halabaku,Kevin Halabaku,20,181,75,Switzerland,54,LW,Right,1,3,2,Medium,Medium,63,54,43,59,27,46,52,59,31,42,47,60,48,34,34,59,65,61,67,39,63,61,49,40,56,40,28,24,50,44,55,49,26,27,28,6,9,9,7,11,54,54,53,53,53,54,53,54,46,54,43,38,43,41,36,41,14
M. Marran,Mohammed Marran,21,175,64,Saudi Arabia,54,"ST,RM,LM",Left,1,3,2,Medium,Medium,64,54,38,53,20,55,29,57,54,42,49,47,36,28,32,54,62,65,72,50,73,53,75,58,58,47,38,15,53,49,55,47,18,16,12,6,14,14,6,11,56,51,52,52,52,51,52,51,46,51,38,36,38,36,35,36,16
Zang Yifeng,Yifeng Zang,28,174,65,China PR,54,LM,Left,1,3,2,High,Low,59,51,53,57,28,37,48,49,34,55,46,57,47,64,47,51,56,62,72,47,66,57,35,47,33,48,37,19,54,56,53,65,37,26,23,15,14,7,12,8,52,54,53,53,53,54,54,54,51,54,44,41,44,41,35,41,18
L. McNicholas,Luke McNicholas,22,191,81,Republic of Ireland,54,GK,Right,1,2,1,Medium,Medium,56,55,53,56,28,55,11,11,12,20,10,11,13,11,24,12,30,26,33,38,26,40,40,25,57,10,28,13,5,45,12,30,7,13,13,56,55,53,55,56,22,18,19,19,19,18,23,21,24,21,20,23,20,19,22,19,55
M. Uvais,Muhammed Uvais,23,182,82,India,54,"LB,RB,CB",Left,1,4,2,Medium,Medium,63,32,37,48,54,66,42,34,42,36,20,51,35,32,38,38,62,63,58,49,58,35,62,66,72,27,53,50,40,36,35,42,52,60,58,5,11,7,14,13,45,44,42,42,42,44,44,47,44,47,53,51,53,54,56,54,17
D. Poreba,David Poreba,19,182,75,United States,54,CM,Right,1,3,2,Medium,Medium,63,40,52,53,50,60,44,32,47,58,37,51,39,44,54,54,64,62,65,48,62,48,59,72,56,52,57,55,38,54,42,46,44,53,51,5,15,13,6,14,49,50,49,49,49,50,54,54,56,54,56,56,56,56,54,56,16
A. Gajgier,Aleksander Gajgier,18,193,78,Poland,54,"CB,LB",Left,1,2,2,Medium,Medium,60,33,37,36,54,62,28,25,54,44,32,28,29,34,38,42,61,60,45,44,45,44,72,63,64,37,52,53,33,38,38,42,52,55,56,13,13,10,10,5,43,38,39,39,39,38,41,42,44,42,51,51,51,53,56,53,16
J. Cisternas,Juan Pablo Cisternas,19,185,82,Chile,54,GK,Right,1,3,1,Medium,Medium,52,53,55,55,22,53,14,6,13,17,6,12,13,14,20,18,21,24,32,50,45,41,58,26,45,7,28,6,8,37,14,21,7,14,11,52,53,55,53,55,22,18,20,20,20,18,22,22,23,22,20,22,20,19,21,19,55
G. Bora,Gaurav Bora,23,184,72,India,54,"CB,CDM",Right,1,3,2,Medium,High,57,27,41,37,52,68,35,25,52,49,29,31,29,25,47,39,58,56,44,47,58,35,74,70,71,23,56,48,29,35,31,39,50,56,54,12,9,8,7,14,41,38,38,38,38,38,41,43,45,43,52,53,52,53,56,53,16
B. Iskandar,Bughrahan Iskandar,21,172,76,China PR,54,"LW,LM,RM",Left,1,3,2,High,Medium,81,50,40,57,29,52,40,53,46,41,43,54,44,40,30,56,81,81,81,46,70,46,71,58,56,45,32,27,52,44,55,48,29,28,21,5,13,5,11,14,55,54,53,53,53,54,53,54,46,54,45,39,45,44,39,44,16
C. Harris,Calvin Harris,22,183,73,England,54,LM,Right,1,2,2,Medium,Medium,67,52,45,58,33,54,48,56,51,44,45,57,46,42,36,58,69,65,68,40,60,54,54,46,61,44,44,26,54,50,52,55,29,36,32,7,13,7,9,10,56,54,54,54,54,54,54,55,48,55,45,42,45,44,42,44,15
J. Forst,Justin Forst,19,180,70,Austria,54,ST,Right,1,3,2,Medium,Medium,67,53,40,54,17,49,34,55,55,47,45,51,39,35,29,56,65,68,63,49,66,56,75,51,49,48,38,10,53,44,51,48,18,10,10,8,9,12,13,14,56,52,53,53,53,52,53,52,45,52,37,34,37,36,32,36,17
Dong Yu,Yu Dong,27,183,75,China PR,54,RB,Right,1,3,2,Medium,Medium,51,54,48,56,50,67,51,54,64,50,54,53,43,42,38,58,48,53,60,56,60,53,69,66,68,55,63,46,53,54,51,56,48,51,48,14,8,16,9,11,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,18
D. Keane,Dara Keane,23,180,76,Republic of Ireland,54,"CM,CDM",Right,1,2,2,Medium,Medium,67,48,51,56,48,61,40,51,51,55,43,54,51,46,56,55,65,69,71,50,63,45,63,65,62,45,51,48,53,52,50,52,47,48,45,12,13,8,7,10,55,54,54,54,54,54,56,56,56,56,54,54,54,54,53,54,17
N. Moos,Nico Moos,22,179,72,Germany,54,CB,Right,1,3,2,Medium,Medium,63,25,39,42,55,57,39,21,53,51,22,22,26,29,35,56,64,62,71,48,70,32,54,66,59,26,41,49,17,28,33,46,51,63,59,13,6,10,14,11,40,39,37,37,37,39,41,43,44,43,55,53,55,57,56,57,17
M. Irshad,Mohammed Irshad,27,176,79,India,54,"CDM,CB,CM",Right,1,3,2,High,Medium,54,42,48,50,51,75,48,45,52,54,32,49,34,37,53,50,54,54,59,44,65,45,73,72,82,37,63,50,40,40,39,40,51,50,51,7,7,9,10,14,50,48,47,47,47,48,49,52,51,52,54,55,54,54,56,54,15
M. Gallagher,Michael Gallagher,21,178,70,Republic of Ireland,54,"RB,CB",Right,1,3,2,Low,High,60,43,47,50,49,58,46,42,49,53,33,49,35,35,47,48,63,57,55,55,57,51,58,56,63,41,50,48,47,45,38,41,44,55,52,7,9,9,13,10,51,50,49,49,49,50,51,52,51,52,54,53,54,54,54,54,17
K. Gordon,Kyron Gordon,20,185,70,England,54,CB,Right,1,2,2,Medium,Medium,62,30,35,40,54,58,37,25,52,40,31,38,40,31,36,40,63,62,46,44,52,47,64,51,60,24,59,53,26,25,30,36,53,56,57,10,5,9,6,11,42,38,38,38,38,38,38,42,40,42,51,49,51,53,56,53,14
L. Øy,Leander Øy,18,182,70,Norway,54,GK,Right,1,2,1,Medium,Medium,55,53,53,55,21,50,11,6,13,21,7,7,10,10,29,14,20,22,31,47,47,40,57,28,47,6,26,6,6,37,18,35,8,11,14,55,53,53,50,55,20,16,18,18,18,16,22,21,24,21,19,22,19,19,21,19,55
F. Ali,Faisal Ali,22,181,75,India,54,"RW,LW",Right,1,3,2,Medium,Medium,81,49,46,56,29,56,48,51,46,48,41,53,45,38,46,52,80,81,80,41,72,49,67,60,56,47,50,29,48,44,42,48,24,30,28,9,13,6,7,14,54,54,52,52,52,54,54,55,48,55,47,43,47,46,41,46,16
Xiang Baixu,Baixu Xiang,26,188,75,China PR,54,"CB,ST",Right,1,3,2,Medium,Medium,68,52,37,50,52,65,31,56,54,41,41,51,31,31,31,45,65,71,61,47,64,52,72,53,76,46,50,49,53,43,55,46,51,53,54,13,5,11,7,13,56,50,51,51,51,50,50,50,47,50,51,50,51,53,56,53,16
A. Saji,Alex Saji,22,183,80,India,54,CB,Right,1,3,2,Medium,High,65,31,38,42,53,67,39,30,47,41,21,38,39,27,39,38,61,68,58,43,65,37,80,70,71,25,48,50,32,34,39,47,50,58,56,13,7,12,15,7,42,41,39,39,39,41,41,45,43,45,53,51,53,54,56,54,16
M. Michu,Mirshad Michu,28,177,75,India,54,GK,Right,1,2,1,Medium,Medium,54,53,52,53,21,55,12,9,13,27,8,8,11,11,25,18,17,26,31,44,42,39,58,23,34,5,22,7,4,35,17,21,6,12,14,54,53,52,55,53,21,18,19,19,19,18,23,21,24,21,20,22,20,19,20,19,55
A. Thorsen,Albert Palmberg Thorsen,19,179,68,Norway,54,ST,Right,1,3,2,Medium,Medium,69,53,38,49,20,46,30,55,57,45,39,45,36,28,31,49,70,68,59,55,70,55,74,51,45,52,35,17,56,42,50,46,13,15,20,12,12,12,8,15,56,51,52,52,52,51,51,51,45,51,39,35,39,38,34,38,19
M. Ellborg,Melker Ellborg,19,191,84,Sweden,54,GK,Right,1,1,1,Medium,Medium,53,54,53,57,41,55,12,5,10,22,5,14,11,11,19,15,39,44,43,42,32,40,48,25,44,6,27,8,6,33,18,39,9,12,11,53,54,53,55,57,22,20,21,21,21,20,23,23,22,23,21,21,21,21,21,21,55
D. Bremang,David Bremang,22,186,80,England,54,ST,Left,1,3,2,Medium,Medium,72,53,37,52,20,59,33,55,51,43,47,54,39,31,27,49,69,75,51,51,54,55,58,52,69,45,45,18,52,38,60,45,18,15,13,14,9,8,14,13,56,51,52,52,52,51,51,51,43,51,39,35,39,37,36,37,19
G. Harmon,George Harmon,21,180,72,England,54,LB,Left,1,2,2,Medium,Medium,67,29,36,47,53,56,51,25,48,31,29,58,32,31,32,30,66,68,52,53,47,28,63,60,56,32,48,50,44,35,35,36,51,59,55,11,14,13,8,15,43,45,42,42,42,45,42,48,42,48,53,47,53,54,54,54,19
